Date,Daily_HH,Daily_HH_NO
8/6/2019,2.15,2.15
8/7/2019,2.18,2.18
8/8/2019,2.13,2.13
8/9/2019,2.09,2.09
8/12/2019,2.21,2.21
8/13/2019,2.24,2.24
8/14/2019,2.22,2.22
8/15/2019,2.19,2.19
8/16/2019,2.2,2.2
8/19/2019,2.26,2.26
8/20/2019,2.35,2.35
8/21/2019,2.31,2.31
8/22/2019,2.28,2.28
8/23/2019,2.15,2.15
8/26/2019,2.23,2.23
8/27/2019,2.24,2.24
8/28/2019,2.24,2.24
8/29/2019,2.36,2.36
8/30/2019,2.33,2.33
9/3/2019,2.39,2.39
9/4/2019,2.48,2.48
9/5/2019,2.49,2.49
9/6/2019,2.49,2.49
9/9/2019,2.65,2.65
9/10/2019,2.67,2.67
9/11/2019,2.63,2.63
9/12/2019,2.62,2.62
9/13/2019,2.61,2.61
9/16/2019,2.75,2.75
9/17/2019,2.7,2.7
9/18/2019,2.72,2.72
9/19/2019,2.65,2.65
9/20/2019,2.34,2.34
9/23/2019,2.55,2.55
9/24/2019,2.55,2.55
9/25/2019,2.54,2.54
9/26/2019,2.57,2.57
9/27/2019,2.41,2.41
9/30/2019,2.37,2.37
10/1/2019,2.36,2.36
10/2/2019,2.36,2.36
10/3/2019,2.31,2.31
10/4/2019,2.25,2.25
10/7/2019,2.36,2.36
10/8/2019,2.29,2.29
10/9/2019,2.26,2.26
10/10/2019,2.26,2.26
10/11/2019,2.13,2.13
10/14/2019,2.13,2.13
10/15/2019,2.29,2.29
10/16/2019,2.44,2.44
10/17/2019,2.29,2.29
10/18/2019,2.08,2.08
10/21/2019,2.13,2.13
10/22/2019,2.21,2.21
10/23/2019,2.34,2.34
10/24/2019,2.33,2.33
10/25/2019,2.26,2.26
10/28/2019,2.49,2.49
10/29/2019,2.61,2.61
10/30/2019,2.71,2.71
10/31/2019,2.73,2.73
11/1/2019,2.54,2.54
11/4/2019,2.77,2.77
11/5/2019,2.77,2.77
11/6/2019,2.82,2.82
11/7/2019,2.84,2.84
11/8/2019,2.87,2.87
11/12/2019,2.72,2.72
11/13/2019,2.66,2.66
11/14/2019,2.68,2.68
11/15/2019,2.7,2.7
11/18/2019,2.64,2.64
11/19/2019,2.53,2.53
11/20/2019,2.56,2.56
11/21/2019,2.53,2.53
11/22/2019,2.62,2.62
11/25/2019,2.51,2.51
11/26/2019,2.51,2.51
11/27/2019,2.46,2.46
11/29/2019,2.46,2.46
12/2/2019,2.29,2.29
12/3/2019,2.42,2.42
12/4/2019,2.43,2.43
12/5/2019,2.42,2.42
12/6/2019,2.31,2.31
12/9/2019,2.17,2.17
12/10/2019,2.18,2.18
12/11/2019,2.28,2.28
12/12/2019,2.28,2.28
12/13/2019,2.28,2.28
12/16/2019,2.34,2.34
12/17/2019,2.3,2.3
12/18/2019,2.26,2.26
12/19/2019,2.21,2.21
12/20/2019,2.27,2.27
12/23/2019,2.17,2.17
12/24/2019,2.11,2.11
12/26/2019,2.09,2.09
12/27/2019,1.75,1.75
12/30/2019,2.06,2.06
12/31/2019,2.09,2.09
1/2/2020,2.05,2.05
1/3/2020,2.06,2.06
1/6/2020,2.1,2.1
1/7/2020,2.17,2.17
1/8/2020,2.09,2.09
1/9/2020,2.05,2.05
1/10/2020,2.05,2.05
1/13/2020,2.03,2.03
1/14/2020,2.15,2.15
1/15/2020,2.01,2.01
1/16/2020,2.06,2.06
1/17/2020,2.07,2.07
1/21/2020,1.98,1.98
1/22/2020,1.89,1.89
1/23/2020,1.95,1.95
1/24/2020,1.91,1.91
1/27/2020,2.03,2.03
1/28/2020,1.96,1.96
1/29/2020,1.93,1.93
1/30/2020,1.94,1.94
1/31/2020,1.91,1.91
2/3/2020,1.9,1.9
2/4/2020,1.89,1.89
2/5/2020,1.89,1.89
2/6/2020,1.86,1.86
2/7/2020,1.93,1.93
2/10/2020,1.85,1.85
2/11/2020,1.85,1.85
2/12/2020,1.91,1.91
2/13/2020,1.95,1.95
2/14/2020,1.93,1.93
2/18/2020,2.04,2.04
2/19/2020,2.01,2.01
2/20/2020,1.98,1.98
2/21/2020,1.96,1.96
2/24/2020,1.94,1.94
2/25/2020,1.93,1.93
2/26/2020,1.96,1.96
2/27/2020,1.78,1.78
2/28/2020,1.79,1.79
3/1/2020,1.79,1.79
3/2/2020,1.75,1.75
3/3/2020,1.78,1.78
3/4/2020,1.83,1.83
3/5/2020,1.89,1.89
3/6/2020,1.76,1.76
3/8/2020,1.76,1.76
3/9/2020,1.74,1.74
3/10/2020,1.91,1.91
3/11/2020,1.96,1.96
3/12/2020,1.82,1.82
3/13/2020,1.94,1.94
3/15/2020,1.94,1.94
3/16/2020,1.89,1.89
3/17/2020,1.89,1.89
3/18/2020,1.73,1.73
3/19/2020,1.68,1.68
3/20/2020,1.76,1.76
3/22/2020,1.76,1.76
3/23/2020,1.7,1.7
3/24/2020,1.73,1.73
3/25/2020,1.8,1.8
3/26/2020,1.73,1.73
3/27/2020,1.7,1.7
3/29/2020,1.7,1.7
3/30/2020,1.65,1.65
3/31/2020,1.71,1.71
4/1/2020,1.69,1.69
4/2/2020,1.55,1.55
4/3/2020,1.5,1.5
4/6/2020,1.64,1.64
4/7/2020,1.83,1.83
4/8/2020,1.86,1.86
4/9/2020,1.74,1.74
4/13/2020,1.86,1.86
4/14/2020,1.76,1.76
4/15/2020,1.68,1.68
4/16/2020,1.59,1.59
4/17/2020,1.71,1.71
4/20/2020,1.78,1.78
4/21/2020,1.92,1.92
4/22/2020,1.9,1.9
4/23/2020,1.86,1.86
4/24/2020,1.81,1.81
4/27/2020,1.68,1.68
4/28/2020,1.8,1.8
4/29/2020,1.73,1.73
4/30/2020,1.63,1.63
5/1/2020,1.69,1.69
5/4/2020,1.78,1.78
5/5/2020,1.93,1.93
5/6/2020,1.9,1.9
5/7/2020,1.84,1.84
5/8/2020,1.74,1.74
5/11/2020,1.7,1.7
5/12/2020,1.61,1.61
5/13/2020,1.56,1.56
5/14/2020,1.6,1.6
5/15/2020,1.66,1.66
5/18/2020,1.77,1.77
5/19/2020,1.85,1.85
5/20/2020,1.83,1.83
5/21/2020,1.75,1.75
5/22/2020,1.7,1.7
5/26/2020,1.79,1.79
5/27/2020,1.78,1.78
5/28/2020,1.79,1.79
5/29/2020,1.7,1.7
6/1/2020,1.59,1.59
6/2/2020,1.58,1.58
6/3/2020,1.84,1.84
6/4/2020,1.68,1.68
6/5/2020,1.8,1.8
6/8/2020,1.68,1.68
6/9/2020,1.68,1.68
6/10/2020,1.72,1.72
6/11/2020,1.77,1.77
6/12/2020,1.67,1.67
6/15/2020,1.64,1.64
6/16/2020,1.43,1.43
6/17/2020,1.55,1.55
6/18/2020,1.51,1.51
6/19/2020,1.49,1.49
6/22/2020,1.64,1.64
6/23/2020,1.61,1.61
6/24/2020,1.64,1.64
6/25/2020,1.53,1.53
6/26/2020,1.42,1.42
6/29/2020,1.67,1.67
6/30/2020,1.76,1.76
7/1/2020,1.69,1.69
7/6/2020,1.71,1.71
7/7/2020,1.76,1.76
7/8/2020,1.78,1.78
7/9/2020,1.88,1.88
7/10/2020,1.79,1.79
7/13/2020,1.75,1.75
7/14/2020,1.74,1.74
7/15/2020,1.76,1.76
7/16/2020,1.79,1.79
7/17/2020,1.79,1.79
7/20/2020,1.71,1.71
7/21/2020,1.66,1.66
7/22/2020,1.69,1.69
7/23/2020,1.75,1.75
7/24/2020,1.77,1.77
7/27/2020,1.85,1.85
7/28/2020,1.83,1.83
7/29/2020,1.77,1.77
7/30/2020,1.81,1.81
7/31/2020,1.83,1.83
8/3/2020,1.95,1.95
8/4/2020,2.07,2.07
8/5/2020,2.23,2.23
8/6/2020,2.26,2.26
8/7/2020,2.15,2.15
8/10/2020,2.18,2.18
8/11/2020,2.19,2.19
8/12/2020,2.05,2.05
8/13/2020,2.19,2.19
8/14/2020,2.23,2.23
8/17/2020,2.32,2.32
8/18/2020,2.45,2.45
8/19/2020,2.43,2.43
8/20/2020,2.35,2.35
8/21/2020,2.39,2.39
8/24/2020,2.57,2.57
8/25/2020,2.54,2.54
8/26/2020,2.52,2.52
8/27/2020,2.52,2.52
8/28/2020,2.46,2.46
8/31/2020,2.3,2.3
9/1/2020,2.22,2.22
9/2/2020,2.15,2.15
9/3/2020,2.32,2.32
9/4/2020,1.8,1.8
9/8/2020,2.35,2.35
9/9/2020,2.21,2.21
9/10/2020,2.13,2.13
9/11/2020,1.93,1.93
9/14/2020,2.18,2.18
9/15/2020,2.19,2.19
9/16/2020,2.06,2.06
9/17/2020,1.65,1.65
9/18/2020,1.56,1.56
9/21/2020,1.33,1.33
9/22/2020,1.49,1.49
9/23/2020,1.74,1.74
9/24/2020,1.93,1.93
9/25/2020,1.9,1.9
9/28/2020,1.83,1.83
9/29/2020,1.74,1.74
9/30/2020,1.66,1.66
10/1/2020,1.6,1.6
10/2/2020,1.41,1.41
10/5/2020,1.92,1.92
10/6/2020,1.86,1.86
10/7/2020,2.01,2.01
10/8/2020,1.49,1.49
10/9/2020,2.25,2.25
10/12/2020,2.31,2.31
10/13/2020,2.14,2.14
10/14/2020,2.02,2.02
10/15/2020,2.23,2.23
10/16/2020,2.16,2.16
10/19/2020,2.3,2.3
10/20/2020,2.57,2.57
10/21/2020,2.95,2.95
10/22/2020,2.99,2.99
10/23/2020,2.91,2.91
10/26/2020,3.14,3.14
10/27/2020,3.07,3.07
10/28/2020,3.14,3.14
10/29/2020,3.06,3.06
10/30/2020,3.03,3.03
11/2/2020,3.03,3.03
11/3/2020,2.88,2.88
11/4/2020,2.63,2.63
11/5/2020,2.69,2.69
11/6/2020,2.67,2.67
11/9/2020,2.63,2.63
11/10/2020,2.74,2.74
11/11/2020,2.75,2.75
11/12/2020,2.81,2.81
11/13/2020,2.82,2.82
11/16/2020,2.62,2.62
11/17/2020,2.55,2.55
11/18/2020,2.37,2.37
11/19/2020,2.19,2.19
11/20/2020,2.22,2.22
11/23/2020,2.23,2.23
11/24/2020,2.47,2.47
11/25/2020,2.47,2.47
11/30/2020,2.89,2.89
12/1/2020,2.89,2.89
12/2/2020,2.75,2.75
12/3/2020,2.46,2.46
12/4/2020,2.48,2.48
12/7/2020,2.39,2.39
12/8/2020,2.36,2.36
12/9/2020,2.45,2.45
12/10/2020,2.45,2.45
12/11/2020,2.54,2.54
12/14/2020,2.69,2.69
12/15/2020,2.63,2.63
12/16/2020,2.73,2.73
12/17/2020,2.7,2.7
12/18/2020,2.73,2.73
12/21/2020,2.68,2.68
12/22/2020,2.76,2.76
12/23/2020,2.76,2.76
12/24/2020,2.68,2.68
12/28/2020,2.39,2.39
12/29/2020,2.4,2.4
12/30/2020,2.36,2.36
1/4/2021,2.6,2.6
1/5/2021,2.77,2.77
1/6/2021,2.76,2.76
1/7/2021,2.81,2.81
1/8/2021,2.77,2.77
1/11/2021,2.71,2.71
1/12/2021,2.89,2.89
1/13/2021,2.82,2.82
1/14/2021,2.82,2.82
1/15/2021,2.86,2.86
1/19/2021,2.65,2.65
1/20/2021,2.57,2.57
1/21/2021,2.49,2.49
1/22/2021,2.45,2.45
1/25/2021,2.63,2.63
1/26/2021,2.73,2.73
1/27/2021,2.77,2.77
1/28/2021,2.76,2.76
1/29/2021,2.68,2.68
2/1/2021,2.88,2.88
2/2/2021,3.24,3.24
2/3/2021,3.01,3.01
2/4/2021,2.99,2.99
2/5/2021,3.49,3.49
2/8/2021,3.4,3.4
2/9/2021,3.35,3.35
2/10/2021,3.76,3.76
2/11/2021,6.5,
2/12/2021,6.12,
2/16/2021,11.32,
2/17/2021,23.86,
2/18/2021,8.56,
2/19/2021,4.96,
2/22/2021,3.16,3.16
2/23/2021,2.94,2.94
2/24/2021,2.8,2.8
2/25/2021,2.72,2.72
2/26/2021,2.66,2.66
3/1/2021,2.7,2.7
3/2/2021,2.87,2.87
3/3/2021,2.86,2.86
3/4/2021,2.79,2.79
3/5/2021,2.72,2.72
3/8/2021,2.67,2.67
3/9/2021,2.62,2.62
3/10/2021,2.62,2.62
3/11/2021,2.7,2.7
3/12/2021,2.65,2.65
3/15/2021,2.58,2.58
3/16/2021,2.5,2.5
3/17/2021,2.6,2.6
3/18/2021,2.45,2.45
3/19/2021,2.53,2.53
3/22/2021,2.55,2.55
3/23/2021,2.56,2.56
3/24/2021,2.56,2.56
3/25/2021,2.52,2.52
3/26/2021,2.52,2.52
3/29/2021,2.58,2.58
3/30/2021,2.55,2.55
3/31/2021,2.52,2.52
4/1/2021,2.52,2.52
4/5/2021,2.43,2.43
4/6/2021,2.44,2.44
4/7/2021,2.43,2.43
4/8/2021,2.47,2.47
4/9/2021,2.48,2.48
4/12/2021,2.5,2.5
4/13/2021,2.57,2.57
4/14/2021,2.65,2.65
4/15/2021,2.62,2.62
4/16/2021,2.63,2.63
4/19/2021,2.75,2.75
4/20/2021,2.76,2.76
4/21/2021,2.72,2.72
4/22/2021,2.77,2.77
4/23/2021,2.79,2.79
4/26/2021,2.73,2.73
4/27/2021,2.91,2.91
4/28/2021,2.98,2.98
4/29/2021,2.91,2.91
4/30/2021,2.86,2.86
5/3/2021,2.96,2.96
5/4/2021,3,3
5/5/2021,2.99,2.99
5/6/2021,2.9,2.9
5/7/2021,2.9,2.9
5/10/2021,2.93,2.93
5/11/2021,2.91,2.91
5/12/2021,2.91,2.91
5/13/2021,2.95,2.95
5/14/2021,2.95,2.95
5/17/2021,2.99,2.99
5/18/2021,2.96,2.96
5/19/2021,2.88,2.88
5/20/2021,2.86,2.86
5/21/2021,2.84,2.84
5/24/2021,2.78,2.78
5/25/2021,2.87,2.87
5/26/2021,2.91,2.91
5/27/2021,2.85,2.85
5/28/2021,2.91,2.91
6/1/2021,3.02,3.02
6/2/2021,3.09,3.09
6/3/2021,3.01,3.01
6/4/2021,3.01,3.01
6/7/2021,2.98,2.98
6/8/2021,3.11,3.11
6/9/2021,3.13,3.13
6/10/2021,3.13,3.13
6/11/2021,3.23,3.23
6/14/2021,3.36,3.36
6/15/2021,3.31,3.31
6/16/2021,3.25,3.25
6/17/2021,3.24,3.24
6/18/2021,3.23,3.23
6/21/2021,3.15,3.15
6/22/2021,3.21,3.21
6/23/2021,3.36,3.36
6/24/2021,3.3,3.3
6/25/2021,3.4,3.4
6/28/2021,3.62,3.62
6/29/2021,3.75,3.75
6/30/2021,3.79,3.79
7/1/2021,3.76,3.76
7/2/2021,3.67,3.67
7/6/2021,3.68,3.68
7/7/2021,3.66,3.66
7/8/2021,3.56,3.56
7/9/2021,3.71,3.71
7/12/2021,3.7,3.7
7/13/2021,3.78,3.78
7/14/2021,3.8,3.8
7/15/2021,3.68,3.68
7/16/2021,3.7,3.7
7/19/2021,3.75,3.75
7/20/2021,3.82,3.82
7/21/2021,3.94,3.94
7/22/2021,4.02,4.02
7/23/2021,4.11,4.11
7/26/2021,4.09,4.09
7/27/2021,4.15,4.15
7/28/2021,4.1,4.1
7/29/2021,4.03,4.03
7/30/2021,3.94,3.94
8/2/2021,4.02,4.02
8/3/2021,4.06,4.06
8/4/2021,4.2,4.2
8/5/2021,4.27,4.27
8/6/2021,4.21,4.21
8/9/2021,4.24,4.24
8/10/2021,4.12,4.12
8/11/2021,4.07,4.07
8/12/2021,4.1,4.1
8/13/2021,3.95,3.95
8/16/2021,3.93,3.93
8/17/2021,3.92,3.92
8/18/2021,3.86,3.86
8/19/2021,3.83,3.83
8/20/2021,3.94,3.94
8/23/2021,3.93,3.93
8/24/2021,3.95,3.95
8/25/2021,4.03,4.03
8/26/2021,4.07,4.07
8/27/2021,4.35,4.35
8/30/2021,4.25,4.25
8/31/2021,4.33,4.33
9/1/2021,4.45,4.45
9/2/2021,4.65,4.65
9/3/2021,4.77,4.77
9/7/2021,4.71,4.71
9/8/2021,4.66,4.66
9/9/2021,4.97,4.97
9/10/2021,5.13,5.13
9/13/2021,5.21,5.21
9/14/2021,5.39,5.39
9/15/2021,5.66,5.66
9/16/2021,5.52,5.52
9/17/2021,5.32,5.32
9/20/2021,5.25,5.25
9/21/2021,4.96,4.96
9/22/2021,4.92,4.92
9/23/2021,4.94,4.94
9/24/2021,5.1,5.1
9/27/2021,5.53,5.53
9/28/2021,5.94,5.94
9/29/2021,5.73,5.73
9/30/2021,5.58,5.58
10/1/2021,5.61,5.61
10/4/2021,5.8,5.8
10/5/2021,6.37,6.37
10/6/2021,6,6
10/7/2021,5.71,5.71
10/8/2021,5.46,5.46
10/11/2021,5.46,5.46
10/12/2021,5.34,5.34
10/13/2021,5.56,5.56
10/14/2021,5.92,5.92
10/15/2021,5.44,5.44
10/18/2021,5.01,5.01
10/19/2021,4.81,4.81
10/20/2021,4.87,4.87
10/21/2021,4.94,4.94
10/22/2021,5.1,5.1
10/25/2021,5.72,5.72
10/26/2021,5.59,5.59
10/27/2021,5.91,5.91
10/28/2021,5.68,5.68
10/29/2021,5.49,5.49
11/1/2021,5.22,5.22
11/2/2021,5.33,5.33
11/3/2021,5.59,5.59
11/4/2021,5.73,5.73
11/5/2021,5.51,5.51
11/8/2021,5.53,5.53
11/9/2021,5.08,5.08
11/10/2021,4.56,4.56
11/11/2021,4.81,4.81
11/12/2021,4.97,4.97
11/15/2021,4.77,4.77
11/16/2021,5.11,5.11
11/17/2021,4.82,4.82
11/18/2021,4.95,4.95
11/19/2021,4.9,4.9
11/22/2021,4.83,4.83
11/23/2021,4.95,4.95
11/24/2021,4.93,4.93
11/29/2021,4.9,4.9
11/30/2021,4.52,4.52
12/1/2021,4.31,4.31
12/2/2021,4.08,4.08
12/3/2021,3.79,3.79
12/6/2021,3.66,3.66
12/7/2021,3.6,3.6
12/8/2021,3.79,3.79
12/9/2021,3.67,3.67
12/10/2021,3.65,3.65
12/13/2021,4.05,4.05
12/14/2021,3.71,3.71
12/15/2021,3.79,3.79
12/16/2021,3.67,3.67
12/17/2021,3.71,3.71
12/20/2021,3.91,3.91
12/21/2021,3.96,3.96
12/22/2021,3.95,3.95
12/23/2021,3.56,3.56
12/27/2021,3.45,3.45
12/28/2021,3.32,3.32
12/29/2021,3.4,3.4
12/30/2021,3.82,3.82
12/31/2021,3.82,3.82
1/3/2022,3.74,3.74
1/4/2022,3.73,3.73
1/5/2022,3.78,3.78
1/6/2022,3.94,3.94
1/7/2022,3.83,3.83
1/10/2022,4.16,4.16
1/11/2022,4.16,4.16
1/12/2022,4.62,4.62
1/13/2022,4.78,4.78
1/14/2022,4.37,4.37
1/18/2022,4.55,4.55
1/19/2022,4.89,4.89
1/20/2022,4.45,4.45
1/21/2022,4.11,4.11
1/24/2022,4.2,4.2
1/25/2022,4.24,4.24
1/26/2022,4.43,4.43
1/27/2022,4.43,4.43
1/28/2022,5.69,5.69
1/31/2022,5.56,5.56
2/1/2022,5.45,5.45
2/2/2022,6.7,6.7
2/3/2022,5.84,5.84
2/4/2022,5.34,5.34
2/7/2022,4.44,4.44
2/8/2022,4.3,4.3
2/9/2022,4.13,4.13
2/10/2022,4.03,4.03
2/11/2022,4.04,4.04
2/14/2022,4.05,4.05
2/15/2022,4.31,4.31
2/16/2022,4.39,4.39
2/17/2022,4.57,4.57
2/18/2022,4.61,4.61
2/22/2022,4.48,4.48
2/23/2022,4.59,4.59
2/24/2022,4.78,4.78
2/25/2022,4.63,4.63
2/28/2022,4.46,4.46
3/1/2022,4.36,4.36
3/2/2022,4.65,4.65
3/3/2022,4.63,4.63
3/4/2022,4.74,4.74
3/7/2022,4.93,4.93
3/8/2022,4.61,4.61
3/9/2022,4.55,4.55
3/10/2022,4.65,4.65
3/11/2022,4.79,4.79
3/14/2022,4.59,4.59
3/15/2022,4.46,4.46
3/16/2022,4.68,4.68
3/17/2022,4.8,4.8
3/18/2022,4.87,4.87
3/21/2022,4.77,4.77
3/22/2022,5,5
3/23/2022,5.26,5.26
3/24/2022,5.19,5.19
3/25/2022,5.51,5.51
3/28/2022,5.52,5.52
3/29/2022,5.32,5.32
3/30/2022,5.32,5.32
3/31/2022,5.46,5.46
4/1/2022,5.43,5.43
